x_1,x_2,y
0.7165680079946674,-1.0391371274070553,1
0.6905415309565455,-1.5027495419689363,1
-0.005532847245006918,-1.0936488630819485,1
-0.8574662457608604,0.4205679468972621,0
-1.3054457801653294,1.3662299219858793,0
-1.5207351958542636,0.6577610214604115,0
0.7864856007380271,-1.0633389847431032,1
-0.34271280594723647,-0.9916560691342728,1
0.728954206218356,-0.9110864359648213,1
-1.4875301764197673,1.869598585108602,0
-1.5321912441613983,0.887453002644458,0
-0.20616305276435695,0.24302533114686514,0
0.3255757466584082,-0.9343446655611876,1
-0.5938887231173557,1.281201701815359,0
-0.07192027071471895,-0.9374416384556205,1
1.1952199914121664,-1.1071576267183938,1
0.010661949988842049,-1.4779935943953488,1
1.4650963427284829,-1.604052225303641,1
-1.1117331519413622,0.8520307181819136,0
0.8767948193925461,-0.8349949896082716,1
0.44412199625427395,1.4166660826519026,0
0.037984294538122555,-0.6904914582236565,1
1.1472571746422702,-1.1817935493431293,1
0.1455894274910939,1.0614544125606435,0
-0.06094408992683118,-0.4628208027966141,1
0.6763175835580705,-1.581257525469498,1
0.027901395457234864,0.8300387275165773,0
0.9052006532424008,-0.9905079745049135,1
-0.6735698253947776,0.2539500688041443,0
-0.3748569952351703,0.6408129657450022,0
-0.856726536667014,1.908131042568658,0
-0.6882980660356132,0.5029410102933036,0
1.3409391847931769,-1.1460357603027902,1
0.44307760617164244,-1.3952890016352717,1
0.5452106281108183,-1.6882828744897298,1
-0.6991035101349999,0.6149515421983502,0
2.0666768041687766,-0.8387773963963456,1
-2.336453009006965,0.9818537681594155,0
-0.008101987726255958,0.9717034150841056,0
-1.840263960421186,0.6865165838927696,0
-2.5225173154945644,1.2300672459210817,0
0.71978278015651,-1.4025290774964312,1
0.6210805696993325,-1.1060216882428133,1
0.408403624546778,-0.558962866453121,1
-0.022006960297617825,0.9009546543651826,0
-0.417636557293589,-0.8433035332788834,1
-1.7206630043561904,0.4201844448649363,0
1.5399009240617996,-1.54379702129803,1
0.25645532297991436,-0.7719855252113064,1
0.9242228581754413,-1.0799518211153096,1
